1,54
1,55
1,8
2,55
2,54
3,55
3,54
2,8
3,8
4,56
5,57
5,59
5,37
5,60
5,21
6,58
7,25
7,45
8,37
8,62
9,20
9,29
9,3
9,4
10,25
10,45
11,25
11,19
12,25
12,26
13,47
13,3
13,4
14,47
14,20
15,42
15,28
16,47
16,40
17,28
17,18
18,47
19,20
19,37
20,18
20,28
21,20
21,26
22,19
22,23
23,47
23,3
24,18
24,28
25,16
25,18
26,26
26,47
27,47
27,20
28,32
29,25
29,45
30,25
30,19
31,16
31,37
32,32
32,18
33,47
34,26
34,18
35,25
35,45
36,25
36,39
37,32
37,21
38,25
38,19
39,47
39,48
40,13
40,17
41,28
42,41
43,47
44,16
44,37
45,16
46,45
47,28
48,32
49,28
50,42
51,33
52,25
53,32
54,19
55,32
56,18
57,50
58,24
59,50
60,29
61,47
62,33
63,28
64,25
65,22
66,30
67,16
68,47
69,32
70,32
71,20
72,47
73,25
74,5
75,25
76,28
77,40
78,32
79,22
80,30
81,25
81,53
82,25
82,40
83,32
84,13
85,42
86,45
87,47
88,20
89,32
90,26
91,40
92,32
93,17
94,17
95,17
96,17
97,17
98,17
99,17
100,17
101,17
102,17
103,17
104,17
105,17
106,17
107,17
108,17
109,17
110,17
111,17
112,17
113,17
114,17
115,17
116,17
117,17
118,17
119,17
120,17
121,17
122,17
123,17
124,17
125,17
126,17
127,17
128,17
129,17
130,17
131,17
132,42
133,47
134,42
135,47
136,42
137,47
138,42
139,47
140,42
141,47
142,42
143,47
144,42
145,42
146,42
147,47
148,42
149,47
150,42
151,47
152,42
153,47
154,42
155,47
156,42
157,47
158,42
159,47
160,42
161,47
162,42
163,47
164,42
165,47
166,42
167,47
168,42
169,47
170,42
171,47
172,42
173,47
174,42
175,47
176,42
177,47
178,42
179,47
180,42
181,47
182,16
182,25
183,16
184,16
184,30
185,16
186,16
187,16
187,26
188,16
189,16
190,16
191,16
191,26
192,16
193,16
194,16
195,16
196,16
197,16
198,16
198,26
199,16
200,16
201,16
202,16
203,16
204,16
204,30
205,16
206,16
207,16
207,26
208,16
209,16
210,16
211,16
212,16
212,26
213,16
214,16
215,16
215,26
216,16
217,16
218,16
219,16
220,16
220,30
221,26
221,16
222,16
223,16
224,16
224,26
225,16
226,16
227,16
227,26
228,16
229,16
230,16
231,59
232,59
232,21
233,59
234,59
235,59
236,59
237,59
237,20
238,16
238,59
239,59
240,59
241,59
242,59
242,21
243,59
244,59
245,59
246,59
247,59
247,21
248,47
249,20
248,59
249,59
250,59
251,59
252,59
253,59
254,59
255,59
256,59
257,59
258,59
259,59
260,59
261,59
262,59
263,59
264,59
264,20
265,59
266,59
266,54
267,59
268,59
269,59
270,59
270,21
271,59
272,59
273,59
274,59
275,59
276,59
277,59
278,59
279,59
280,59
281,59
281,16
282,24
282,47
283,24
283,17
284,39
284,24
285,24
285,21
286,13
287,20
288,47
289,21
291,39
292,47
286,24
287,24
288,24
289,24
290,24
291,24
292,24
293,24
294,24
294,21
295,24
296,24
296,17
297,47
299,17
300,51
301,21
302,58
303,13
206,17
297,24
298,24
299,24
300,24
301,24
302,24
303,24
304,24
305,24
306,24
307,24
308,24
309,24
310,24
311,24
312,24
313,24
314,24
315,24
316,24
317,24
318,24
319,24
320,24
321,24
321,21
322,24
93,14
94,14
95,14
96,14
97,14
98,14
99,14
100,14
101,14
102,14
103,14
104,14
105,14
106,14
107,14
108,14
109,14
110,14
111,14
112,14
113,14
114,14
115,14
116,14
117,14
118,14
119,14
120,14
121,14
122,14
123,14
124,14
125,14
126,14
127,14
128,14
129,14
130,14
131,14
